slug,title,published,changed,rewritten,action,reason,removedBodyImages
"mens-garment-stain-first-aid-guide","3040 남성을 위한 옷에 얼룩이 생겼을 때 응급 대응 기준 5가지","true","false","false","보강 검토","기계 점검만 완료; 독창성·실제 사례·제목의 질문 충족 여부는 편집 검토 필요","0"
"mens-garment-static-cling-care-guide","3040 남성을 위한 옷 정전기와 들러붙음을 줄이는 관리 기준 5가지","true","false","false","보강 검토","기계 점검만 완료; 독창성·실제 사례·제목의 질문 충족 여부는 편집 검토 필요","0"
"mens-garment-zipper-troubleshooting-guide","3040 남성을 위한 의류 지퍼 걸림·벌어짐 점검 기준 5가지","true","false","false","보강 검토","기계 점검만 완료; 독창성·실제 사례·제목의 질문 충족 여부는 편집 검토 필요","0"
"mens-gray-hair-color-pairing-guide","3040 남성을 위한 새치·백발과 옷 색 조합 기준 5가지","true","false","false","보강 검토","기계 점검만 완료; 독창성·실제 사례·제목의 질문 충족 여부는 편집 검토 필요","0"
"mens-harrington-jacket-selection-guide","3040 남성 해링턴 재킷 선택: 원단·실루엣·레이어·장면·관리 5가지 기준","true","true","false","보강 검토","기계 점검만 완료; 독창성·실제 사례·제목의 질문 충족 여부는 편집 검토 필요","1"
"mens-hat-care-guide","3040 남성을 위한 여름 모자 관리: 땀 자국과 형태를 지키는 5가지 기준","true","true","false","보강 검토","기계 점검만 완료; 독창성·실제 사례·제목의 질문 충족 여부는 편집 검토 필요","2"
"mens-hat-selection-guide","3040 남성을 위한 모자를 단정하게 고르는 기준 5가지","true","false","false","통합 검토","제목 2-gram Jaccard 유사도 ≥ 0.5. 중복 확정 아님; 본문·검색 의도·유입 확인 뒤 결정","0"
"mens-health-checkup-outfit-guide","3040 남성을 위한 건강검진 당일 옷차림 준비 기준 5가지","true","false","false","보강 검토","기계 점검만 완료; 독창성·실제 사례·제목의 질문 충족 여부는 편집 검토 필요","0"
"mens-home-dinner-host-outfit-guide","3040 남성을 위한 집에서 여는 저녁 모임 옷차림: 손님맞이 5가지 기준","true","true","false","보강 검토","기계 점검만 완료; 독창성·실제 사례·제목의 질문 충족 여부는 편집 검토 필요","1"
"mens-hospital-visitor-outfit-guide","3040 남성을 위한 병문안 옷차림 기준 5가지","true","false","false","보강 검토","기계 점검만 완료; 독창성·실제 사례·제목의 질문 충족 여부는 편집 검토 필요","0"
"mens-hotel-travel-outfit-guide","3040 남성을 위한 호텔 조식과 로비를 오가는 여행 옷차림","true","false","false","보강 검토","기계 점검만 완료; 독창성·실제 사례·제목의 질문 충족 여부는 편집 검토 필요","0"
"mens-housewarming-guest-outfit-guide","3040 남성을 위한 집들이 초대 옷차림 5가지 기준","true","false","false","보강 검토","기계 점검만 완료; 독창성·실제 사례·제목의 질문 충족 여부는 편집 검토 필요","0"
"mens-invitation-dress-code-guide","3040 남성을 위한 행사 초대장 드레스코드 해석 기준 5가지","true","false","false","보강 검토","기계 점검만 완료; 독창성·실제 사례·제목의 질문 충족 여부는 편집 검토 필요","0"
"mens-jacket-button-repair-guide","남성 재킷 단추가 헐거울 때: 수선 전 점검 순서","true","true","false","보강 검토","기계 점검만 완료; 독창성·실제 사례·제목의 질문 충족 여부는 편집 검토 필요","2"
"mens-jacket-buttoning-guide","3040 남성을 위한 재킷 단추를 상황에 맞게 잠그는 기준 5가지","true","false","false","보강 검토","기계 점검만 완료; 독창성·실제 사례·제목의 질문 충족 여부는 편집 검토 필요","0"
"mens-jacket-canvas-construction-guide","3040 남성을 위한 재킷 심지·앞판 구조 선택 기준 5가지","true","false","false","보강 검토","기계 점검만 완료; 독창성·실제 사례·제목의 질문 충족 여부는 편집 검토 필요","0"
"mens-jacket-collar-gap-fit-guide","3040 남성을 위한 재킷 칼라 들뜸 점검 기준 5가지","true","false","false","보강 검토","기계 점검만 완료; 독창성·실제 사례·제목의 질문 충족 여부는 편집 검토 필요","0"
"mens-jacket-innerwear-selection-guide","3040 남성을 위한 재킷 안 이너 선택: 출근과 저녁 약속 사이 5가지 기준","true","false","false","보강 검토","기계 점검만 완료; 독창성·실제 사례·제목의 질문 충족 여부는 편집 검토 필요","0"
"mens-jacket-lapel-selection-guide","3040 남성을 위한 재킷 라펠 선택 기준 5가지","true","false","false","보강 검토","기계 점검만 완료; 독창성·실제 사례·제목의 질문 충족 여부는 편집 검토 필요","0"
"mens-jacket-pocket-selection-guide","3040 남성을 위한 재킷 포켓 선택 가이드: 격식과 활용도를 가르는 5가지 기준","true","false","false","보강 검토","기계 점검만 완료; 독창성·실제 사례·제목의 질문 충족 여부는 편집 검토 필요","0"
"mens-jacket-shoulder-construction-guide","3040 남성을 위한 재킷 어깨 구조 선택 기준 5가지","true","false","false","보강 검토","기계 점검만 완료; 독창성·실제 사례·제목의 질문 충족 여부는 편집 검토 필요","0"
"mens-jacket-sleeve-button-selection-guide","3040 남성을 위한 재킷 소매 단추 선택 기준 5가지","true","false","false","보강 검토","기계 점검만 완료; 독창성·실제 사례·제목의 질문 충족 여부는 편집 검토 필요","0"
"mens-jacket-sleeve-pitch-fit-guide","3040 남성을 위한 재킷 소매 비틀림·주름 점검 기준 5가지","true","false","false","보강 검토","기계 점검만 완료; 독창성·실제 사례·제목의 질문 충족 여부는 편집 검토 필요","0"
"mens-jacket-vent-selection-guide","3040 남성을 위한 재킷 뒤트임 선택 기준 5가지","true","false","false","보강 검토","기계 점검만 완료; 독창성·실제 사례·제목의 질문 충족 여부는 편집 검토 필요","0"
"mens-jacket-wrinkle-care-guide","3040 남성을 위한 재킷 구김 관리: 출근 전·이동 중·보관의 5가지 기준","true","false","false","보강 검토","기계 점검만 완료; 독창성·실제 사례·제목의 질문 충족 여부는 편집 검토 필요","0"
"mens-jewelry-outfit-guide","3040 남성을 위한 반지·팔찌를 옷차림에 절제되게 연결하는 기준 5가지","true","false","false","보강 검토","기계 점검만 완료; 독창성·실제 사례·제목의 질문 충족 여부는 편집 검토 필요","0"
"mens-knit-gauge-selection-guide","3040 남성을 위한 니트 게이지와 두께 선택 기준 5가지","true","false","false","보강 검토","기계 점검만 완료; 독창성·실제 사례·제목의 질문 충족 여부는 편집 검토 필요","0"
"mens-knit-layering-guide","3040 남성을 위한 니트·가디건 레이어링 기준 5가지","true","false","false","보강 검토","기계 점검만 완료; 독창성·실제 사례·제목의 질문 충족 여부는 편집 검토 필요","0"
"mens-knit-neckline-guide","3040 남성을 위한 니트 넥라인 선택 기준 5가지","true","false","false","보강 검토","기계 점검만 완료; 독창성·실제 사례·제목의 질문 충족 여부는 편집 검토 필요","0"
"mens-knit-pilling-care-guide","3040 남성을 위한 니트 보풀 관리와 오래 입는 기준","true","false","false","보강 검토","기계 점검만 완료; 독창성·실제 사례·제목의 질문 충족 여부는 편집 검토 필요","0"
"mens-knit-rib-hem-selection-guide","3040 남성을 위한 니트 리브·밑단 구조 선택 기준 5가지","true","false","false","보강 검토","기계 점검만 완료; 독창성·실제 사례·제목의 질문 충족 여부는 편집 검토 필요","0"
"mens-knit-shoulder-construction-guide","3040 남성을 위한 니트 어깨·소매 구조 선택 기준 5가지","true","false","false","보강 검토","기계 점검만 완료; 독창성·실제 사례·제목의 질문 충족 여부는 편집 검토 필요","0"
"mens-knitwear-shape-care-guide","3040 남성을 위한 니트·가디건 보풀과 형태 관리 기준 5가지","true","false","false","보강 검토","기계 점검만 완료; 독창성·실제 사례·제목의 질문 충족 여부는 편집 검토 필요","0"
"mens-leather-bag-care-guide","3040 남성을 위한 가죽 가방 관리와 수선 판단 기준","true","false","false","보강 검토","기계 점검만 완료; 독창성·실제 사례·제목의 질문 충족 여부는 편집 검토 필요","0"
"mens-leather-jacket-seasonal-care-guide","3040 남성을 위한 가죽 재킷 첫 착용 전 점검: 보관·표면·이너를 살피는 5가지 기준","true","false","false","보강 검토","기계 점검만 완료; 독창성·실제 사례·제목의 질문 충족 여부는 편집 검토 필요","0"
"mens-leather-shoe-care-guide","3040 남성을 위한 가죽 구두 관리 기준 5가지","true","false","false","보강 검토","기계 점검만 완료; 독창성·실제 사례·제목의 질문 충족 여부는 편집 검토 필요","0"
"mens-lightweight-jacket-fit-guide","3040 남성을 위한 가벼운 재킷 핏 선택 기준 5가지","true","false","false","보강 검토","기계 점검만 완료; 독창성·실제 사례·제목의 질문 충족 여부는 편집 검토 필요","0"
"mens-linen-blazer-selection-guide","3040 남성을 위한 여름 리넨 블레이저 선택: 출근과 저녁 약속을 잇는 5가지 기준","true","true","false","보강 검토","기계 점검만 완료; 독창성·실제 사례·제목의 질문 충족 여부는 편집 검토 필요","2"
"mens-linen-shirt-care-guide","3040 남성을 위한 린넨 셔츠 세탁 뒤 형태 점검과 관리 5단계","true","true","false","보강 검토","기계 점검만 완료; 독창성·실제 사례·제목의 질문 충족 여부는 편집 검토 필요","1"
"mens-linen-trouser-care-guide","3040 남성을 위한 여름 리넨 팬츠 관리: 세탁 전 확인부터 주름 정리까지 5가지 기준","true","true","false","보강 검토","기계 점검만 완료; 독창성·실제 사례·제목의 질문 충족 여부는 편집 검토 필요","1"
"mens-loafer-selection-guide","3040 남성을 위한 로퍼 선택 기준 5가지","true","false","false","보강 검토","기계 점검만 완료; 독창성·실제 사례·제목의 질문 충족 여부는 편집 검토 필요","0"
"mens-long-drive-outfit-guide","3040 남성을 위한 장시간 운전 옷차림 점검 기준 5가지","true","false","false","통합 검토","제목 2-gram Jaccard 유사도 ≥ 0.5. 중복 확정 아님; 본문·검색 의도·유입 확인 뒤 결정","0"
"mens-long-flight-outfit-guide","3040 남성을 위한 장시간 비행 옷차림 점검 기준 5가지","true","false","false","통합 검토","제목 2-gram Jaccard 유사도 ≥ 0.5. 중복 확정 아님; 본문·검색 의도·유입 확인 뒤 결정","0"
"mens-long-train-journey-outfit-guide","3040 남성을 위한 장거리 기차 이동 옷차림 기준 5가지","true","false","false","보강 검토","기계 점검만 완료; 독창성·실제 사례·제목의 질문 충족 여부는 편집 검토 필요","0"
"mens-morning-run-to-office-outfit-guide","3040 남성 아침 러닝 후 출근 옷차림: 땀 관리와 사무실 전환을 위한 5가지 기준","true","false","false","보강 검토","기계 점검만 완료; 독창성·실제 사례·제목의 질문 충족 여부는 편집 검토 필요","0"
"mens-moving-day-outfit-guide","3040 남성 이사 당일 옷차림: 짐·이동·새 집 점검을 나누는 5가지 기준","true","true","false","보강 검토","기계 점검만 완료; 독창성·실제 사례·제목의 질문 충족 여부는 편집 검토 필요","0"
"mens-museum-date-outfit-guide","3040 남성을 위한 미술관 데이트 옷차림 기준 5가지","true","false","false","보강 검토","기계 점검만 완료; 독창성·실제 사례·제목의 질문 충족 여부는 편집 검토 필요","0"
"mens-muted-color-pairing-guide","3040 남성을 위한 차분한 색 조합 5가지","true","false","false","보강 검토","기계 점검만 완료; 독창성·실제 사례·제목의 질문 충족 여부는 편집 검토 필요","0"
